"","cc1","pconf3","pcomp3","cc2fixed","cc3","pconf1","pcomp1","cc4fixed","cc5","pconf2","pcomp2","cc6fixed","ResponseId","religion3","course","biomajor","institution","gender","semester","raceoriginal","pconf","pcomp"
"163",4,2,4,2,1,5,5,1,2,4,5,1,"R_1j8NON3YyjMTUTh","Atheist",78,"No",24,"Man","Spring 2021","Multiracial",3.66666666666667,4.66666666666667
"164",3,3,2,4,4,2,4,2,4,2,4,2,"R_1j8qnHxmqTqZA8J","Atheist",61,"No",7,"Man","Spring 2021","White",2.33333333333333,3.33333333333333
"165",2,4,2,4,1,5,3,3,1,5,5,1,"R_1jdnGHT4muwd69O","Atheist",73,"Yes",16,"Woman","Spring 2021","White",4.66666666666667,3.33333333333333
"166",2,4,1,5,5,1,3,3,2,4,4,2,"R_1je4jXxrdwquT24","Atheist",74,"Yes",17,"Woman","Spring 2021","White",3,2.66666666666667
"167",5,1,5,1,5,1,5,1,2,4,5,1,"R_1JFmL4fFsdlNQ5G","Atheist",43,"No",1,"Woman","Fall 2020","Asian",2,5
"168",2,4,3,3,3,3,3,3,3,3,3,3,"R_1jiBFOqEtrpnQ2m","Atheist",56,"No",16,"Man","Fall 2020","Asian",3.33333333333333,3
"169",2,4,2,4,3,3,4,2,2,4,4,2,"R_1jk4ngXdq1hdkUh","Atheist",8,"Yes",11,"Woman","Fall 2018","White",3.66666666666667,3.33333333333333
"170",1,5,2,4,2,4,3,3,1,5,3,3,"R_1JLszmgtEiP8DtD","Atheist",51,"Yes",13,"Man","Fall 2020","Multiracial",4.66666666666667,2.66666666666667
"171",4,2,4,2,4,2,4,2,1,5,5,1,"R_1joCMdJ4jMcY4gm","Atheist",48,"No",11,"Woman","Fall 2020","White",3,4.33333333333333
"172",3,3,2,4,2,4,2,4,2,4,4,2,"R_1JPkm8bSN8XH1LA","Atheist",57,"Yes",1,"Woman","Spring 2021","White",3.66666666666667,2.66666666666667
"173",2,4,4,2,4,2,4,2,3,3,4,2,"R_1jPmPfItwcevQaa","Atheist",41,"No",23,"Woman","Spring 2020","White",3,4
"174",2,4,2,4,3,3,2,4,2,4,4,2,"R_1jSUHzSHM9qo9Pd","Atheist",14,"No",1,"Woman","Spring 2020","White",3.66666666666667,2.66666666666667
"175",4,2,3,3,2,4,5,1,2,4,5,1,"R_1jTkDUOINn54OQS","Atheist",33,"No",13,"Man","Spring 2020","White",3.33333333333333,4.33333333333333
"176",1,5,3,3,2,4,4,2,1,5,3,3,"R_1jTmBPn6XS4LTyO","Atheist",49,"Yes",12,"Woman","Fall 2020","Latinx",4.66666666666667,3.33333333333333
"177",2,4,4,2,2,4,2,4,3,3,4,2,"R_1jVtTrl82GqtbDg","Atheist",73,"No",16,"Woman","Spring 2021","Asian",3.66666666666667,3.33333333333333
"178",2,4,4,2,2,4,4,2,2,4,4,2,"R_1jwBGxBsl2wGFuz","Atheist",17,"Yes",1,"Woman","Spring 2020","White",4,4
"179",4,2,4,2,2,4,4,2,3,3,4,2,"R_1JXy5QjTqNQZPWz","Atheist",56,"No",16,"Man","Fall 2020","White",3,4
"180",2,4,3,3,2,4,4,2,2,4,4,2,"R_1jZdmF434uWQFIT","Atheist",43,"Yes",1,"Woman","Fall 2020","White",4,3.66666666666667
"181",4,2,3,3,4,2,3,3,3,3,3,3,"R_1K6VeOpzSzY4vF5","Atheist",49,"Yes",12,"Man","Fall 2020","White",2.33333333333333,3
"182",3,3,3,3,4,2,3,3,3,3,2,4,"R_1kG46GnVBCtSYRf","Atheist",14,"No",1,"Man","Spring 2020","Asian",2.66666666666667,2.66666666666667
"183",4,2,4,2,4,2,5,1,3,3,5,1,"R_1KrOb93jez40XD5","Atheist",48,"No",11,"Woman","Fall 2020","White",2.33333333333333,4.66666666666667
"184",4,2,2,4,3,3,3,3,4,2,3,3,"R_1kS9my2LGJ1uJFF","Atheist",10,"No",18,"Man","Fall 2018","Asian",2.33333333333333,2.66666666666667
"185",4,2,4,2,2,4,5,1,2,4,4,2,"R_1kUekTfBUHh9qIu","Atheist",8,"No",11,"Woman","Fall 2018","White",3.33333333333333,4.33333333333333
"186",4,2,4,2,2,4,5,1,2,4,4,2,"R_1KuRjnmvy1YCirH","Atheist",74,"No",17,"Man","Spring 2021","Asian",3.33333333333333,4.33333333333333
"187",3,3,4,2,2,4,5,1,2,4,5,1,"R_1KvDhkXfHjt4TOe","Atheist",74,"No",17,"Man","Spring 2021","White",3.66666666666667,4.66666666666667
"188",2,4,2,4,3,3,3,3,3,3,3,3,"R_1KxrXEKBB5zChPT","Atheist",70,"Yes",13,"Woman","Spring 2021","White",3.33333333333333,2.66666666666667
"189",4,2,3,3,2,4,4,2,2,4,4,2,"R_1l4fgswIC5Q8i66","Atheist",1,"Yes",1,"Man","Fall 2018","White",3.33333333333333,3.66666666666667
"190",4,2,4,2,4,2,5,1,5,1,5,1,"R_1l6KnOGFT8Pg5VL","Atheist",56,"No",16,"Woman","Fall 2020","White",1.66666666666667,4.66666666666667
"191",1,5,1,5,2,4,5,1,3,3,5,1,"R_1l9N8LMkRQMUNWs","Atheist",33,"No",13,"Man","Spring 2020","White",4,3.66666666666667
"192",3,3,3,3,4,2,4,2,3,3,4,2,"R_1LcWiXmZOoZrGg9","Atheist",40,"Yes",23,"Man","Spring 2020","Latinx",2.66666666666667,3.66666666666667
"193",4,2,5,1,1,5,5,1,3,3,5,1,"R_1LFi1TyeKE8Z4PE","Atheist",41,"No",23,"Man","Spring 2020","White",3.33333333333333,5
"194",4,2,2,4,5,1,4,2,2,4,4,2,"R_1LHErEbWawwT4M5","Atheist",42,"Yes",1,"Woman","Fall 2020","White",2.33333333333333,3.33333333333333
"195",2,4,4,2,2,4,3,3,2,4,3,3,"R_1libLxo6dfROukG","Atheist",36,"No",19,"Man","Spring 2020","Asian",4,3.33333333333333
"196",2,4,2,4,2,4,3,3,2,4,3,3,"R_1LIogAvr3So742N","Atheist",49,"No",12,"Woman","Fall 2020","Latinx",4,2.66666666666667
"197",3,3,2,4,2,4,5,1,2,4,5,1,"R_1lnJDt2QUO1nrTa","Atheist",62,"No",7,"Man","Spring 2021","Multiracial",3.66666666666667,4
"198",5,1,4,2,4,2,5,1,4,2,5,1,"R_1lp2GgPUl7kLmXT","Atheist",9,"Yes",16,"Woman","Fall 2018","Multiracial",1.66666666666667,4.66666666666667
"199",3,3,2,4,3,3,4,2,4,2,4,2,"R_1LqA2MMyCWnCRwU","Atheist",56,"No",16,"Woman","Fall 2020","Multiracial",2.66666666666667,3.33333333333333
"200",2,4,3,3,3,3,3,3,3,3,3,3,"R_1lsBjQswcNAFcSU","Atheist",73,"Yes",16,"Man","Spring 2021","Asian",3.33333333333333,3
"201",3,3,3,3,3,3,4,2,4,2,4,2,"R_1Lu5Z6dROLdtLCi","Atheist",55,"No",17,"Woman","Fall 2020","Multiracial",2.66666666666667,3.66666666666667
"202",3,3,3,3,2,4,5,1,2,4,4,2,"R_1LU6TAdOUxmVijj","Atheist",43,"No",1,"Man","Fall 2020","White",3.66666666666667,4
"203",2,4,2,4,2,4,4,2,2,4,4,2,"R_1Lv2RN3cjRMbQbT","Atheist",7,"Yes",8,"Woman","Fall 2018","White",4,3.33333333333333
"204",5,1,5,1,5,1,5,1,1,5,5,1,"R_1M0P2wegplZNwc0","Atheist",66,"Yes",12,"Woman","Spring 2021","White",2.33333333333333,5
"205",2,4,4,2,1,5,5,1,3,3,5,1,"R_1M0wbHHtkxl9sR9","Atheist",56,"Yes",16,"Man","Fall 2020","Multiracial",4,4.66666666666667
"206",3,3,4,2,2,4,4,2,3,3,5,1,"R_1M4okDyc05n4tcL","Atheist",56,"Yes",16,"Woman","Fall 2020","Multiracial",3.33333333333333,4.33333333333333
"207",2,4,3,3,4,2,5,1,3,3,5,1,"R_1mCKcPN9PIa1bgK","Atheist",15,"No",1,"Man","Spring 2020","White",3,4.33333333333333
"208",2,4,2,4,2,4,4,2,3,3,4,2,"R_1mh3eMN9GKoL4K1","Atheist",51,"No",13,"Woman","Fall 2020","Latinx",3.66666666666667,3.33333333333333
"209",3,3,4,2,2,4,4,2,2,4,4,2,"R_1mIbpx9UICRFVeT","Atheist",10,"No",18,"Man","Fall 2018","Asian",3.66666666666667,4
"210",5,1,1,5,1,5,3,3,2,4,4,2,"R_1mJc40WtuBqD3TG","Atheist",41,"No",23,"Man","Spring 2020","White",3.33333333333333,2.66666666666667
"211",2,4,4,2,2,4,4,2,1,5,4,2,"R_1mkH8c8D91lbSr7","Atheist",56,"Yes",16,"Woman","Fall 2020","Multiracial",4.33333333333333,4
"212",3,3,1,5,2,4,5,1,2,4,5,1,"R_1mKL90aW914cDrO","Atheist",16,"Yes",1,"Woman","Spring 2020","Black",3.66666666666667,3.66666666666667
"213",4,2,4,2,4,2,4,2,4,2,4,2,"R_1ML2V8QLIYWvziL","Atheist",50,"No",13,"Man","Fall 2020","Latinx",2,4
"214",3,3,4,2,4,2,4,2,4,2,4,2,"R_1mLA0AAsUF5xCXV","Atheist",48,"No",11,"Man","Fall 2020","White",2.33333333333333,4
"215",1,5,3,3,1,5,5,1,1,5,5,1,"R_1MMaVAbgj7BgtJ0","Atheist",48,"No",11,"Woman","Fall 2020","White",5,4.33333333333333
"216",3,3,4,2,1,5,5,1,2,4,5,1,"R_1mPK5BRkBTx8WkG","Atheist",52,"Yes",14,"Woman","Fall 2020","White",4,4.66666666666667
"217",2,4,4,2,4,2,4,2,4,2,4,2,"R_1mPLrCj6rV85pL1","Atheist",56,"Yes",16,"Woman","Fall 2020","White",2.66666666666667,4
"218",4,2,5,1,4,2,5,1,4,2,5,1,"R_1mVhrhh4MUPiqBg","Atheist",61,"No",7,"Woman","Spring 2021","Asian",2,5
"219",3,3,3,3,2,4,4,2,2,4,4,2,"R_1MWI7D9BH6vZ1vB","Atheist",56,"Yes",16,"Woman","Fall 2020","Latinx",3.66666666666667,3.66666666666667
"220",1,5,4,2,2,4,4,2,2,4,4,2,"R_1MXr2Bcm6Qy2ICu","Atheist",43,"No",1,"Woman","Fall 2020","White",4.33333333333333,4
"221",3,3,1,5,3,3,3,3,1,5,3,3,"R_1n1Hlt5xFeQYb5i","Atheist",24,"No",6,"Man","Spring 2020","White",3.66666666666667,2.33333333333333
"222",1,5,1,5,1,5,2,4,1,5,2,4,"R_1n1s1CuHeQXq32l","Atheist",62,"Yes",7,"Man","Spring 2021","Multiracial",5,1.66666666666667
"223",3,3,3,3,3,3,3,3,3,3,3,3,"R_1N3cHTG1Bw9p676","Atheist",24,"Yes",6,"Woman","Spring 2020","White",3,3
"224",5,1,2,4,1,5,4,2,1,5,5,1,"R_1N3LLIBXxGBLP12","Atheist",56,"No",16,"Man","Fall 2020","White",3.66666666666667,3.66666666666667
"225",3,3,4,2,2,4,4,2,4,2,4,2,"R_1N3sKkw9UN7ld14","Atheist",56,"Yes",16,"Man","Fall 2020","White",3,4
"226",3,3,4,2,1,5,5,1,1,5,5,1,"R_1NC9jQMjyzjYlFX","Atheist",51,"Yes",13,"Woman","Fall 2020","Multiracial",4.33333333333333,4.66666666666667
"227",2,4,3,3,2,4,5,1,3,3,4,2,"R_1NeHKlfBTUtkUfV","Atheist",42,"Yes",1,"Man","Fall 2020","White",3.66666666666667,4
"228",5,1,1,5,2,4,5,1,3,3,5,1,"R_1NEW0UiVUha82Wp","Atheist",70,"Yes",13,"Man","Spring 2021","Latinx",2.66666666666667,3.66666666666667
"229",4,2,4,2,5,1,5,1,4,2,1,5,"R_1Nf4uU3uZt9Wv7J","Atheist",68,"No",13,"Woman","Spring 2021","White",1.66666666666667,3.33333333333333
"230",4,2,2,4,4,2,4,2,2,4,4,2,"R_1NfwDcTcRL2TxJh","Atheist",51,"Yes",13,"Woman","Fall 2020","White",2.66666666666667,3.33333333333333
"231",3,3,5,1,2,4,2,4,4,2,3,3,"R_1NkUMuMOScZtElO","Atheist",10,"Yes",18,"Man","Fall 2018","Asian",3,3.33333333333333
"232",3,3,3,3,2,4,5,1,2,4,5,1,"R_1Nm17xULuMjBWvn","Atheist",32,"Yes",13,"Man","Spring 2020","Latinx",3.66666666666667,4.33333333333333
"233",4,2,4,2,2,4,4,2,2,4,4,2,"R_1nOqYZmMEg8mBNX","Atheist",48,"Yes",11,"Woman","Fall 2020","White",3.33333333333333,4
"234",4,2,4,2,4,2,5,1,4,2,5,1,"R_1nT20xaQCBORAbB","Atheist",37,"No",20,"Man","Spring 2020","Multiracial",2,4.66666666666667
"235",4,2,4,2,1,5,3,3,3,3,3,3,"R_1NUnsTubeQLEFUd","Atheist",74,"No",17,NA,"Spring 2021","Asian",3.33333333333333,3.33333333333333
"236",4,2,3,3,2,4,4,2,3,3,5,1,"R_1Nxp1C9QDCnM7Sa","Atheist",10,"Yes",18,"Woman","Fall 2018","White",3,4
"237",2,4,2,4,2,4,3,3,2,4,3,3,"R_1NyIuPfMhnYA4e9","Atheist",58,"Yes",1,"Woman","Spring 2021","Multiracial",4,2.66666666666667
"238",2,4,3,3,3,3,3,3,3,3,3,3,"R_1NyL9e5jcFYqzIa","Atheist",58,"Yes",1,"Woman","Spring 2021","Asian",3.33333333333333,3
"239",3,3,4,2,4,2,5,1,4,2,4,2,"R_1NzeQeZSuYDWrgl","Atheist",48,"No",11,"Man","Fall 2020","Asian",2.33333333333333,4.33333333333333
"240",4,2,4,2,2,4,4,2,2,4,4,2,"R_1o1EhECup915n8N","Atheist",43,"No",1,"Woman","Fall 2020","Asian",3.33333333333333,4
"241",3,3,4,2,4,2,4,2,4,2,4,2,"R_1oA6iuOboKC839c","Atheist",8,"Yes",11,"Woman","Fall 2018","White",2.33333333333333,4
"242",2,4,3,3,2,4,4,2,2,4,4,2,"R_1obwuVHEyT4t7ku","Atheist",56,"Yes",16,"Woman","Fall 2020","Asian",4,3.66666666666667
"243",3,3,4,2,2,4,4,2,2,4,4,2,"R_1oBxqN2oyHfBlmq","Atheist",8,"No",11,"Man","Fall 2018","Asian",3.66666666666667,4
"244",2,4,2,4,4,2,4,2,4,2,4,2,"R_1oF1Q6IlDmPbPhy","Atheist",52,"No",14,"Woman","Fall 2020","White",2.66666666666667,3.33333333333333
"245",3,3,3,3,2,4,4,2,3,3,4,2,"R_1OoCgT0sFEh0Yxe","Atheist",56,"Yes",16,"Man","Fall 2020","White",3.33333333333333,3.66666666666667
"246",3,3,1,5,1,5,1,5,1,5,3,3,"R_1OOIpfURE1uuXl6","Atheist",61,"Yes",7,"Man","Spring 2021","White",4.33333333333333,1.66666666666667
"247",3,3,3,3,2,4,4,2,2,4,4,2,"R_1OPRdK8XQ6J85is","Atheist",8,"Yes",11,"Woman","Fall 2018","White",3.66666666666667,3.66666666666667
"248",3,3,4,2,4,2,4,2,2,4,5,1,"R_1ovaEKcl6rlUJ5p","Atheist",43,"No",1,"Woman","Fall 2020","White",3,4.33333333333333
"249",4,2,4,2,4,2,5,1,2,4,5,1,"R_1OxEbZXq03hXUli","Atheist",56,"Yes",16,"Woman","Fall 2020","Multiracial",2.66666666666667,4.66666666666667
"250",2,4,3,3,4,2,4,2,4,2,4,2,"R_1P1TlCsO4U0jx7G","Atheist",55,"No",17,"Man","Fall 2020","Multiracial",2.66666666666667,3.66666666666667
"251",3,3,3,3,2,4,5,1,2,4,5,1,"R_1pF3h4rAFXtA6z9","Atheist",56,"Yes",16,"Woman","Fall 2020","Latinx",3.66666666666667,4.33333333333333
"252",2,4,3,3,3,3,5,1,2,4,5,1,"R_1pLSftQMylfeUGh","Atheist",56,"No",16,"Man","Fall 2020","Latinx",3.66666666666667,4.33333333333333
"253",1,5,4,2,3,3,5,1,2,4,5,1,"R_1pnH3YjUFrmfPWr","Atheist",16,"Yes",1,"Man","Spring 2020","White",4,4.66666666666667
"254",2,4,2,4,2,4,2,4,2,4,2,4,"R_1pQ24TvqcPA5QW2","Atheist",43,"Yes",1,"Man","Fall 2020","Multiracial",4,2
"255",2,4,2,4,2,4,4,2,4,2,4,2,"R_1psLQ0Byp0g42YI","Atheist",21,"No",4,"Woman","Spring 2020","Multiracial",3.33333333333333,3.33333333333333
"256",5,1,3,3,3,3,5,1,3,3,5,1,"R_1PTOQq4eswQmdLK","Atheist",76,"No",19,"Woman","Spring 2021","White",2.33333333333333,4.33333333333333
"257",2,4,4,2,2,4,4,2,2,4,4,2,"R_1pW3tuMLOfF4ckU","Atheist",61,"No",7,"Woman","Spring 2021","White",4,4
"258",3,3,4,2,4,2,4,2,4,2,4,2,"R_1pWZFyvIqW6nLSV","Atheist",52,"Yes",14,"Woman","Fall 2020","White",2.33333333333333,4
"259",1,5,1,5,1,5,1,5,1,5,1,5,"R_1pxMeH0P9chqJdH","Atheist",56,"No",16,"Man","Fall 2020","Multiracial",5,1
"260",2,4,4,2,2,4,4,2,1,5,4,2,"R_1py3YAGVsSH8qam","Atheist",55,"Yes",17,"Woman","Fall 2020","White",4.33333333333333,4
"261",5,1,5,1,2,4,5,1,3,3,5,1,"R_1PYoI754Jh89QU3","Atheist",33,"Yes",13,"Woman","Spring 2020","Black",2.66666666666667,5
"262",2,4,3,3,2,4,4,2,3,3,4,2,"R_1q32LAtk0asFcc4","Atheist",56,"No",16,"Woman","Fall 2020","Multiracial",3.66666666666667,3.66666666666667
"263",1,5,2,4,1,5,4,2,1,5,4,2,"R_1Q4ovXhx4wm11H1","Atheist",33,"No",13,"Woman","Spring 2020","White",5,3.33333333333333
"264",2,4,2,4,2,4,3,3,3,3,3,3,"R_1q577eWiORYSysR","Atheist",48,"Yes",11,"Woman","Fall 2020","White",3.66666666666667,2.66666666666667
"265",3,3,2,4,2,4,4,2,3,3,4,2,"R_1q9Xf7RFuywWo3g","Atheist",48,"No",11,"Woman","Fall 2020","Asian",3.33333333333333,3.33333333333333
"266",1,5,1,5,5,1,5,1,1,5,3,3,"R_1QDzCrOBgINYwt1","Atheist",43,"Yes",1,"Woman","Fall 2020","Asian",3.66666666666667,3
"267",3,3,4,2,2,4,4,2,2,4,4,2,"R_1qe2SvZ3ctORCDr","Atheist",49,"Yes",12,"Woman","Fall 2020","Asian",3.66666666666667,4
"268",4,2,2,4,4,2,2,4,3,3,3,3,"R_1qedc4EtWvlz9w3","Atheist",14,"Yes",1,"Man","Spring 2020","Latinx",2.33333333333333,2.33333333333333
"269",2,4,2,4,3,3,2,4,2,4,2,4,"R_1QEq91kyzQSwnnR","Atheist",28,"No",11,"Woman","Spring 2020","White",3.66666666666667,2
"270",3,3,3,3,3,3,3,3,3,3,3,3,"R_1qf7DmMTUYUNUls","Atheist",69,"Yes",13,"Man","Spring 2021","White",3,3
"271",4,2,4,2,3,3,4,2,3,3,5,1,"R_1qgoY0Qe3HZit2r","Atheist",60,"No",4,"Woman","Spring 2021","White",2.66666666666667,4.33333333333333
"272",2,4,4,2,2,4,4,2,2,4,4,2,"R_1QioR4kdvwYGs4j","Atheist",49,"No",12,"Man","Fall 2020","White",4,4
"273",2,4,4,2,4,2,5,1,4,2,5,1,"R_1QJVsMJxDk5ig1A","Atheist",56,"Yes",16,"Woman","Fall 2020","Asian",2.66666666666667,4.66666666666667
"274",4,2,4,2,2,4,4,2,2,4,4,2,"R_1QKncNxspTKDFuO","Atheist",42,"Yes",1,"Woman","Fall 2020","Latinx",3.33333333333333,4
"275",4,2,2,4,3,3,3,3,3,3,4,2,"R_1r1fZoluZ39R6Hi","Atheist",73,"No",16,"Woman","Spring 2021","Latinx",2.66666666666667,3
"276",5,1,4,2,3,3,5,1,3,3,5,1,"R_1rCEU24hUM8FSJ3","Atheist",22,"Yes",4,"Man","Spring 2020","White",2.33333333333333,4.66666666666667
"277",3,3,4,2,2,4,5,1,1,5,5,1,"R_1rD2H1dZcwpQRSt","Atheist",55,"Yes",17,"Woman","Fall 2020","White",4,4.66666666666667
"278",4,2,4,2,2,4,4,2,2,4,4,2,"R_1re12Bd7gxZmZtR","Atheist",56,"Yes",16,"Woman","Fall 2020","White",3.33333333333333,4
"279",1,5,2,4,1,5,2,4,1,5,4,2,"R_1rGgJU8YCHZ2GYH","Atheist",43,"Yes",1,"Woman","Fall 2020","White",5,2.66666666666667
"280",4,2,4,2,3,3,3,3,1,5,4,2,"R_1rGLw2ER513nBZo","Atheist",63,"No",8,"Man","Spring 2021","White",3.33333333333333,3.66666666666667
"281",5,1,1,5,5,1,1,5,5,1,1,5,"R_1rjjZDNWziBUdq2","Atheist",14,"Yes",1,"Man","Spring 2020","Asian",1,1
"282",3,3,4,2,1,5,5,1,1,5,4,2,"R_1rNuPXQb6tL0rNk","Atheist",10,"Yes",18,"Woman","Fall 2018","Asian",4.33333333333333,4.33333333333333
"283",4,2,4,2,4,2,4,2,3,3,4,2,"R_1rp19qKzP5AZMvC","Atheist",14,"No",1,"Woman","Spring 2020","White",2.33333333333333,4
"284",2,4,3,3,3,3,4,2,3,3,4,2,"R_1rPRjQ4FVGWMYnW","Atheist",51,"Yes",13,"Woman","Fall 2020","White",3.33333333333333,3.66666666666667
"285",2,4,2,4,2,4,2,4,2,4,2,4,"R_1rPvCcPFmuOMSRo","Atheist",9,"Yes",16,"Man","Fall 2018","White",4,2
"286",5,1,5,1,5,1,5,1,3,3,5,1,"R_1rqbH6Y2OMkipmt","Atheist",58,"Yes",1,"Man","Spring 2021","White",1.66666666666667,5
"287",2,4,2,4,2,4,3,3,2,4,4,2,"R_1UqTvOiZoj33yQ9","Atheist",14,"No",1,"Woman","Spring 2020",NA,4,3
"288",2,4,3,3,3,3,3,3,2,4,3,3,"R_1UrxlX2sRXq5jQR","Atheist",57,"Yes",1,"Woman","Spring 2021","White",3.66666666666667,3
"289",4,2,4,2,2,4,4,2,3,3,4,2,"R_1XfNUYyUbSeP7gt","Atheist",36,"No",19,"Man","Spring 2020","White",3,4
"290",3,3,2,4,2,4,4,2,3,3,5,1,"R_1YAkP6yysen6KxX","Atheist",56,"Yes",16,"Man","Fall 2020","Multiracial",3.33333333333333,3.66666666666667
"291",1,5,1,5,5,1,3,3,1,5,3,3,"R_20TZr4lHewl0cSH","Atheist",49,"No",12,"Woman","Fall 2020",NA,3.66666666666667,2.33333333333333
"292",2,4,1,5,1,5,3,3,1,5,5,1,"R_20YyWDbtaioLzc3","Atheist",62,"Yes",7,"Woman","Spring 2021","Asian",4.66666666666667,3
"293",5,1,1,5,3,3,4,2,4,2,5,1,"R_210ycAxPDfWhZWT","Atheist",56,"No",16,NA,"Fall 2020","White",2,3.33333333333333
"294",4,2,4,2,4,2,5,1,4,2,5,1,"R_215Kmf31dTDrUCm","Atheist",13,"Yes",25,"Woman","Fall 2018","White",2,4.66666666666667
"295",4,2,4,2,4,2,4,2,4,2,4,2,"R_217IWH9oTItF208","Atheist",56,"Yes",16,"Woman","Fall 2020","Asian",2,4
"296",4,2,4,2,2,4,5,1,4,2,4,2,"R_217oP6Q6efg6k6s","Atheist",8,"No",11,"Man","Fall 2018","Multiracial",2.66666666666667,4.33333333333333
"297",4,2,3,3,2,4,4,2,3,3,4,2,"R_21AFKCljxVyIWGO","Atheist",48,"Yes",11,"Woman","Fall 2020","White",3,3.66666666666667
"298",3,3,2,4,2,4,3,3,3,3,3,3,"R_21HOT3lL5ikYsjw","Atheist",55,"No",17,"Woman","Fall 2020","Asian",3.33333333333333,2.66666666666667
"299",4,2,3,3,3,3,4,2,2,4,4,2,"R_21mmuMhMORSqjmP","Atheist",56,"Yes",16,"Woman","Fall 2020","White",3,3.66666666666667
"300",1,5,2,4,2,4,3,3,3,3,3,3,"R_22DLgHd6LNYkJft","Atheist",56,"Yes",16,"Woman","Fall 2020","Asian",4,2.66666666666667
"301",3,3,3,3,2,4,4,2,1,5,4,2,"R_22KUodmQlFkYJMc","Atheist",10,"Yes",18,"Woman","Fall 2018","White",4,3.66666666666667
"302",3,3,3,3,2,4,3,3,3,3,4,2,"R_22Lj1MDNxnGWvlH","Atheist",73,"Yes",16,"Man","Spring 2021","Latinx",3.33333333333333,3.33333333333333
"303",4,2,4,2,3,3,5,1,3,3,5,1,"R_22LY7bXJUdZsPxS","Atheist",43,"Yes",1,"Woman","Fall 2020","White",2.66666666666667,4.66666666666667
"304",2,4,3,3,2,4,4,2,3,3,4,2,"R_22M5NzYtxg5jgsu","Atheist",49,"No",12,"Man","Fall 2020","White",3.66666666666667,3.66666666666667
"305",2,4,2,4,2,4,3,3,3,3,4,2,"R_22mmAUuoF44RFep","Atheist",8,"Yes",11,"Man","Fall 2018","Asian",3.66666666666667,3
"306",3,3,3,3,3,3,5,1,3,3,5,1,"R_22Rgd2NP1n7voir","Atheist",72,"No",15,"Woman","Spring 2021","White",3,4.33333333333333
"307",4,2,2,4,3,3,4,2,3,3,4,2,"R_22sten6DUPZTQAV","Atheist",49,"No",12,"Woman","Fall 2020","White",2.66666666666667,3.33333333333333
"308",4,2,4,2,2,4,4,2,4,2,4,2,"R_22tdYOXifAz3sOx","Atheist",36,"No",19,"Woman","Spring 2020","White",2.66666666666667,4
"309",2,4,3,3,3,3,3,3,3,3,3,3,"R_22udlCSa3aHpKlO","Atheist",14,"No",1,NA,"Spring 2020","White",3.33333333333333,3
"310",4,2,4,2,2,4,5,1,3,3,5,1,"R_22xWHONXV03wXNL","Atheist",48,"Yes",11,"Man","Fall 2020","White",3,4.66666666666667
"311",3,3,3,3,3,3,4,2,3,3,4,2,"R_22y6GpMoeOdKyci","Atheist",48,"No",11,"Woman","Fall 2020","White",3,3.66666666666667
"312",4,2,4,2,1,5,5,1,3,3,5,1,"R_22yKL5u1t0mU37B","Atheist",58,"Yes",1,"Man","Spring 2021","White",3.33333333333333,4.66666666666667
"313",2,4,3,3,2,4,3,3,2,4,3,3,"R_22zZZJlvybkm08I","Atheist",48,"No",11,"Woman","Fall 2020","Multiracial",4,3
"314",4,2,4,2,4,2,5,1,4,2,5,1,"R_237TJloWcly7BhA","Atheist",76,"Yes",19,"Man","Spring 2021","White",2,4.66666666666667
"315",4,2,4,2,4,2,4,2,3,3,4,2,"R_238cIkYug4PAGdz","Atheist",23,"No",5,"Woman","Spring 2020","White",2.33333333333333,4
"316",4,2,3,3,4,2,4,2,2,4,4,2,"R_2393S84YwCJwRjs","Atheist",40,"Yes",23,"Woman","Spring 2020","White",2.66666666666667,3.66666666666667
"317",3,3,3,3,2,4,4,2,3,3,4,2,"R_23eIPXlwxvCKn0M","Atheist",60,"Yes",4,"Woman","Spring 2021","Latinx",3.33333333333333,3.66666666666667
"318",2,4,4,2,2,4,3,3,1,5,3,3,"R_23t10C1Eh5Z51Wp","Atheist",73,"Yes",16,"Woman","Spring 2021","Asian",4.33333333333333,3.33333333333333
"319",3,3,4,2,4,2,4,2,4,2,4,2,"R_23WezfpokBDmRpV","Atheist",55,"Yes",17,"Man","Fall 2020","White",2.33333333333333,4
"320",3,3,3,3,3,3,3,3,3,3,3,3,"R_23WTTnvFT1EGc9y","Atheist",49,"No",12,"Man","Fall 2020","Asian",3,3
"321",4,2,3,3,2,4,5,1,2,4,5,1,"R_240EkAXgS065sM8","Atheist",56,"Yes",16,NA,"Fall 2020","Latinx",3.33333333333333,4.33333333333333
"322",4,2,4,2,2,4,5,1,1,5,5,1,"R_245YSK85dLl3taP","Atheist",48,"Yes",11,"Woman","Fall 2020","White",3.66666666666667,4.66666666666667
"323",2,4,3,3,2,4,4,2,2,4,4,2,"R_24AG0gPI11EnDNr","Atheist",56,"Yes",16,"Woman","Fall 2020","White",4,3.66666666666667
"324",3,3,2,4,3,3,4,2,3,3,4,2,"R_24GYNNgjpgmF5fB","Atheist",28,"Yes",11,"Woman","Spring 2020","White",3,3.33333333333333
"325",2,4,2,4,2,4,3,3,3,3,3,3,"R_24jAc0azzRoLrHZ","Atheist",62,"Yes",7,"Man","Spring 2021","White",3.66666666666667,2.66666666666667
